Year,Category,Nominee,Won,Genre
1935,Sound,"$1,000 a Minute",NO,
1986,Foreign Language Film,38',NO,
1986,Writing,Crocodile' Dundee,NO,
1986,Actor -- Leading Role,Round Midnight,NO,Drama
1986,Actor -- Leading Role,Round Midnight,NO,Music
1986,Music (Scoring),Round Midnight,YES,Drama
1986,Music (Scoring),Round Midnight,YES,Music
2003,Short Film (Live Action),(A) Torzija [(A) Torsion],NO,
1979,Music (Scoring),10,NO,Comedy
1979,Music (Scoring),10,NO,Romance
1979,Music (Song),10,NO,Comedy
1979,Music (Song),10,NO,Romance
2000,Costume Design,102 Dalmatians,NO,Adventure
2000,Costume Design,102 Dalmatians,NO,Comedy
2000,Costume Design,102 Dalmatians,NO,Family
2007,Foreign Language Film,12,NO,Crime
2007,Foreign Language Film,12,NO,Drama
2007,Foreign Language Film,12,NO,Thriller
2007,Foreign Language Film,12,NO,War
1957,Directing,12 Angry Men,NO,Drama
1957,Best Picture,12 Angry Men,NO,Drama
1957,Writing,12 Angry Men,NO,Drama
1995,Actor -- Supporting Role,12 Monkeys,NO,
1995,Costume Design,12 Monkeys,NO,
2010,Actor -- Leading Role,127 Hours,NO,Adventure
2010,Actor -- Leading Role,127 Hours,NO,Biography
2010,Actor -- Leading Role,127 Hours,NO,Drama
2010,Actor -- Leading Role,127 Hours,NO,Thriller
2010,Film Editing,127 Hours,NO,Adventure
2010,Film Editing,127 Hours,NO,Biography
2010,Film Editing,127 Hours,NO,Drama
2010,Film Editing,127 Hours,NO,Thriller
2010,Music (Scoring),127 Hours,NO,Adventure
2010,Music (Scoring),127 Hours,NO,Biography
2010,Music (Scoring),127 Hours,NO,Drama
2010,Music (Scoring),127 Hours,NO,Thriller
2010,Music (Song),127 Hours,NO,Adventure
2010,Music (Song),127 Hours,NO,Biography
2010,Music (Song),127 Hours,NO,Drama
2010,Music (Song),127 Hours,NO,Thriller
2010,Best Picture,127 Hours,NO,Adventure
2010,Best Picture,127 Hours,NO,Biography
2010,Best Picture,127 Hours,NO,Drama
2010,Best Picture,127 Hours,NO,Thriller
2010,Writing,127 Hours,NO,Adventure
2010,Writing,127 Hours,NO,Biography
2010,Writing,127 Hours,NO,Drama
2010,Writing,127 Hours,NO,Thriller
1990,Short Film (Live Action),12:01 PM,NO,Sci-Fi
1990,Short Film (Live Action),12:01 PM,NO,Short
1964,Documentary (Short Subject),140 Days under the World,NO,
1972,Cinematography,1776,NO,Drama
1972,Cinematography,1776,NO,Family
1972,Cinematography,1776,NO,History
1972,Cinematography,1776,NO,Musical
1979,Cinematography,1941,NO,Action
1979,Cinematography,1941,NO,Comedy
1979,Cinematography,1941,NO,War
1979,Sound,1941,NO,Action
1979,Sound,1941,NO,Comedy
1979,Sound,1941,NO,War
1979,Visual Effects,1941,NO,Action
1979,Visual Effects,1941,NO,Comedy
1979,Visual Effects,1941,NO,War
1954,Art Direction,"20,000 Leagues under the Sea",YES,
1954,Film Editing,"20,000 Leagues under the Sea",NO,
1954,Special Effects (archaic category),"20,000 Leagues under the Sea",YES,
1968,Art Direction,2001: A Space Odyssey,NO,Mystery
1968,Art Direction,2001: A Space Odyssey,NO,Sci-Fi
1968,Directing,2001: A Space Odyssey,NO,Mystery
1968,Directing,2001: A Space Odyssey,NO,Sci-Fi
1968,Visual Effects,2001: A Space Odyssey,YES,Mystery
1968,Visual Effects,2001: A Space Odyssey,YES,Sci-Fi
1968,Writing,2001: A Space Odyssey,NO,Mystery
1968,Writing,2001: A Space Odyssey,NO,Sci-Fi
1984,Art Direction,2010,NO,Mystery
1984,Art Direction,2010,NO,Sci-Fi
1984,Art Direction,2010,NO,Thriller
1984,Costume Design,2010,NO,Mystery
1984,Costume Design,2010,NO,Sci-Fi
1984,Costume Design,2010,NO,Thriller
1984,Makeup,2010,NO,Mystery
1984,Makeup,2010,NO,Sci-Fi
1984,Makeup,2010,NO,Thriller
1984,Sound,2010,NO,Mystery
1984,Sound,2010,NO,Sci-Fi
1984,Sound,2010,NO,Thriller
1984,Visual Effects,2010,NO,Mystery
1984,Visual Effects,2010,NO,Sci-Fi
1984,Visual Effects,2010,NO,Thriller
2003,Actor -- Supporting Role,21 Grams,NO,Crime
2003,Actor -- Supporting Role,21 Grams,NO,Drama
2003,Actor -- Supporting Role,21 Grams,NO,Thriller
2003,Actress -- Leading Role,21 Grams,NO,Crime
2003,Actress -- Leading Role,21 Grams,NO,Drama
2003,Actress -- Leading Role,21 Grams,NO,Thriller
1955,Short Film (Live Action),24-Hour Alert,NO,
2007,Music (Scoring),3:10 to Yuma,NO,Adventure
2007,Music (Scoring),3:10 to Yuma,NO,Crime
2007,Music (Scoring),3:10 to Yuma,NO,Drama
2007,Music (Scoring),3:10 to Yuma,NO,Western
2007,Sound,3:10 to Yuma,NO,Adventure
2007,Sound,3:10 to Yuma,NO,Crime
2007,Sound,3:10 to Yuma,NO,Drama
2007,Sound,3:10 to Yuma,NO,Western
1955,Short Film (Live Action),3rd Ave. El,NO,Short
1997,Documentary (Feature),4 Little Girls,NO,Documentary
1997,Documentary (Feature),4 Little Girls,NO,History
1963,Music (Scoring),55 Days at Peking,NO,Action
1963,Music (Scoring),55 Days at Peking,NO,Drama
1963,Music (Scoring),55 Days at Peking,NO,History
1963,Music (Scoring),55 Days at Peking,NO,War
1963,Music (Song),55 Days at Peking,NO,Action
1963,Music (Song),55 Days at Peking,NO,Drama
1963,Music (Song),55 Days at Peking,NO,History
1963,Music (Song),55 Days at Peking,NO,War
1964,Makeup,7 Faces of Dr. Lao,YES,Fantasy
1964,Makeup,7 Faces of Dr. Lao,YES,Mystery
1964,Makeup,7 Faces of Dr. Lao,YES,Western
1964,Visual Effects,7 Faces of Dr. Lao,NO,Fantasy
1964,Visual Effects,7 Faces of Dr. Lao,NO,Mystery
1964,Visual Effects,7 Faces of Dr. Lao,NO,Western
2004,Short Film (Live Action),7:35 in the Morning (7:35 de la Ma_ana),NO,
2002,Music (Song),8 Mile,YES,Drama
2002,Music (Song),8 Mile,YES,Music
1994,Documentary (Short Subject),89mm od Europy (89mm from Europe),NO,
2005,Short Film (Animated),9,NO,Animation
2005,Short Film (Animated),9,NO,Fantasy
2005,Short Film (Animated),9,NO,Short
2005,Short Film (Animated),9,NO,Thriller
2005,Short Film (Animated),9,NO,Short
2001,Actor -- Leading Role,A Beautiful Mind,NO,Biography
2001,Actor -- Leading Role,A Beautiful Mind,NO,Drama
2001,Actress -- Supporting Role,A Beautiful Mind,YES,Biography
2001,Actress -- Supporting Role,A Beautiful Mind,YES,Drama
2001,Directing,A Beautiful Mind,YES,Biography
2001,Directing,A Beautiful Mind,YES,Drama
2001,Film Editing,A Beautiful Mind,NO,Biography
2001,Film Editing,A Beautiful Mind,NO,Drama
2001,Makeup,A Beautiful Mind,NO,Biography
2001,Makeup,A Beautiful Mind,NO,Drama
2001,Music (Scoring),A Beautiful Mind,NO,Biography
2001,Music (Scoring),A Beautiful Mind,NO,Drama
2001,Best Picture,A Beautiful Mind,YES,Biography
2001,Best Picture,A Beautiful Mind,YES,Drama
2001,Writing,A Beautiful Mind,YES,Biography
2001,Writing,A Beautiful Mind,YES,Drama
1946,Short Film (Live Action),A Boy and His Dog,YES,Drama
1946,Short Film (Live Action),A Boy and His Dog,YES,Family
1946,Short Film (Live Action),A Boy and His Dog,YES,Short
1998,Music (Scoring),A Bug's Life,NO,Adventure
1998,Music (Scoring),A Bug's Life,NO,Animation
1998,Music (Scoring),A Bug's Life,NO,Comedy
1998,Music (Scoring),A Bug's Life,NO,Family
1998,Music (Scoring),A Bug's Life,NO,Adventure
1998,Music (Scoring),A Bug's Life,NO,Animation
1998,Music (Scoring),A Bug's Life,NO,Family
1998,Music (Scoring),A Bug's Life,NO,Fantasy
1947,Writing,A Cage of Nightingales,NO,
1958,Art Direction,A Certain Smile,NO,Drama
1958,Costume Design,A Certain Smile,NO,Drama
1958,Music (Song),A Certain Smile,NO,Drama
1957,Short Film (Live Action),A Chairy Tale,NO,Animation
1957,Short Film (Live Action),A Chairy Tale,NO,Comedy
1957,Short Film (Live Action),A Chairy Tale,NO,Fantasy
1957,Short Film (Live Action),A Chairy Tale,NO,Short
1949,Documentary (Short Subject),A Chance to Live,YES,Documentary
1949,Documentary (Short Subject),A Chance to Live,YES,Short
1996,Foreign Language Film,A Chef in Love,NO,
1985,Film Editing,A Chorus Line,NO,Drama
1985,Film Editing,A Chorus Line,NO,Music
1985,Film Editing,A Chorus Line,NO,Musical
1985,Music (Song),A Chorus Line,NO,Drama
1985,Music (Song),A Chorus Line,NO,Music
1985,Music (Song),A Chorus Line,NO,Musical
1985,Sound,A Chorus Line,NO,Drama
1985,Sound,A Chorus Line,NO,Music
1985,Sound,A Chorus Line,NO,Musical
1960,Documentary (Short Subject),A City Called Copenhagen,NO,
1956,Documentary (Short Subject),A City Decides,NO,Documentary
1956,Documentary (Short Subject),A City Decides,NO,Short
1998,Actor -- Supporting Role,A Civil Action,NO,Drama
1998,Cinematography,A Civil Action,NO,Drama
1971,Directing,A Clockwork Orange,NO,Crime
1971,Directing,A Clockwork Orange,NO,Drama
1971,Directing,A Clockwork Orange,NO,Sci-Fi
1971,Film Editing,A Clockwork Orange,NO,Crime
1971,Film Editing,A Clockwork Orange,NO,Drama
1971,Film Editing,A Clockwork Orange,NO,Sci-Fi
1971,Best Picture,A Clockwork Orange,NO,Crime
1971,Best Picture,A Clockwork Orange,NO,Drama
1971,Best Picture,A Clockwork Orange,NO,Sci-Fi
1971,Writing,A Clockwork Orange,NO,Crime
1971,Writing,A Clockwork Orange,NO,Drama
1971,Writing,A Clockwork Orange,NO,Sci-Fi
1995,Short Film (Animated),A Close Shave,YES,Animation
1995,Short Film (Animated),A Close Shave,YES,Comedy
1995,Short Film (Animated),A Close Shave,YES,Crime
1995,Short Film (Animated),A Close Shave,YES,Family
1995,Short Film (Animated),A Close Shave,YES,Short
1937,Art Direction,A Damsel in Distress,NO,Comedy
1937,Art Direction,A Damsel in Distress,NO,Musical
1937,Art Direction,A Damsel in Distress,NO,Romance
1975,Short Film (Live Action),A Day in the Life of Bonnie Consolo,NO,Documentary
1975,Short Film (Live Action),A Day in the Life of Bonnie Consolo,NO,Short
1978,Short Film (Live Action),A Different Approach,NO,Short
1947,Actor -- Leading Role,A Double Life,YES,Crime
1947,Actor -- Leading Role,A Double Life,YES,Drama
1947,Actor -- Leading Role,A Double Life,YES,Film-Noir
1947,Directing,A Double Life,NO,Crime
1947,Directing,A Double Life,NO,Drama
1947,Directing,A Double Life,NO,Film-Noir
1947,Music (Scoring),A Double Life,YES,Crime
1947,Music (Scoring),A Double Life,YES,Drama
1947,Music (Scoring),A Double Life,YES,Film-Noir
1947,Writing,A Double Life,NO,Crime
1947,Writing,A Double Life,NO,Drama
1947,Writing,A Double Life,NO,Film-Noir
1989,Actor -- Supporting Role,A Dry White Season,NO,Drama
1989,Actor -- Supporting Role,A Dry White Season,NO,History
1989,Actor -- Supporting Role,A Dry White Season,NO,Thriller
1957,Actor -- Supporting Role,A Farewell to Arms,NO,Drama
1957,Actor -- Supporting Role,A Farewell to Arms,NO,Romance
1957,Actor -- Supporting Role,A Farewell to Arms,NO,War
1992,Actor -- Supporting Role,A Few Good Men,NO,Drama
1992,Actor -- Supporting Role,A Few Good Men,NO,Thriller
1992,Film Editing,A Few Good Men,NO,Drama
1992,Film Editing,A Few Good Men,NO,Thriller
1992,Best Picture,A Few Good Men,NO,Drama
1992,Best Picture,A Few Good Men,NO,Thriller
1992,Sound,A Few Good Men,NO,Drama
1992,Sound,A Few Good Men,NO,Thriller
1968,Documentary (Feature),A Few Notes on Our Food Problem,NO,Documentary
1988,Actor -- Supporting Role,A Fish Called Wanda,YES,Comedy
1988,Actor -- Supporting Role,A Fish Called Wanda,YES,Crime
1988,Directing,A Fish Called Wanda,NO,Comedy
1988,Directing,A Fish Called Wanda,NO,Crime
1988,Writing,A Fish Called Wanda,NO,Comedy
1988,Writing,A Fish Called Wanda,NO,Crime
1948,Cinematography,A Foreign Affair,NO,Comedy
1948,Cinematography,A Foreign Affair,NO,Drama
1948,Cinematography,A Foreign Affair,NO,Romance
1948,Writing,A Foreign Affair,NO,Comedy
1948,Writing,A Foreign Affair,NO,Drama
1948,Writing,A Foreign Affair,NO,Romance
1966,Music (Scoring),A Funny Thing Happened on the Way to the Forum,YES,Comedy
1966,Music (Scoring),A Funny Thing Happened on the Way to the Forum,YES,Musical
1963,Sound Editing,A Gathering of Eagles,NO,Drama
1963,Sound Editing,A Gathering of Eagles,NO,Romance
1994,Documentary (Feature),A Great Day in Harlem,NO,Documentary
1994,Documentary (Feature),A Great Day in Harlem,NO,Music
1986,Short Film (Animated),A Greek Tragedy,YES,
1945,Short Film (Live Action),A Gun in His Hand,NO,Crime
1945,Short Film (Live Action),A Gun in His Hand,NO,Drama
1945,Short Film (Live Action),A Gun in His Hand,NO,Short
1988,Costume Design,A Handful of Dust,NO,Drama
1988,Costume Design,A Handful of Dust,NO,Romance
1964,Music (Scoring),A Hard Day's Night,NO,Comedy
1964,Music (Scoring),A Hard Day's Night,NO,Music
1964,Writing,A Hard Day's Night,NO,Comedy
1964,Writing,A Hard Day's Night,NO,Music
1957,Actor -- Leading Role,A Hatful of Rain,NO,Drama
2005,Actor -- Supporting Role,A History of Violence,NO,Crime
2005,Actor -- Supporting Role,A History of Violence,NO,Drama
2005,Actor -- Supporting Role,A History of Violence,NO,Thriller
2005,Writing,A History of Violence,NO,Crime
2005,Writing,A History of Violence,NO,Drama
2005,Writing,A History of Violence,NO,Thriller
1959,Music (Song),A Hole in the Head,YES,Comedy
1964,Costume Design,A House Is Not a Home,NO,Drama
1980,Short Film (Live Action),A Jury of Her Peers,NO,Short
1949,Directing,A Letter to Three Wives,YES,Drama
1949,Directing,A Letter to Three Wives,YES,Romance
1949,Best Picture,A Letter to Three Wives,NO,Drama
1949,Best Picture,A Letter to Three Wives,NO,Romance
1949,Writing,A Letter to Three Wives,YES,Drama
1949,Writing,A Letter to Three Wives,YES,Romance
1977,Costume Design,A Little Night Music,NO,Comedy
1977,Costume Design,A Little Night Music,NO,Musical
1977,Costume Design,A Little Night Music,NO,Romance
1977,Music (Scoring),A Little Night Music,YES,Comedy
1977,Music (Scoring),A Little Night Music,YES,Musical
1977,Music (Scoring),A Little Night Music,YES,Romance
1995,Art Direction,A Little Princess,NO,Drama
1995,Art Direction,A Little Princess,NO,Family
1995,Art Direction,A Little Princess,NO,Fantasy
1995,Cinematography,A Little Princess,NO,Drama
1995,Cinematography,A Little Princess,NO,Family
1995,Cinematography,A Little Princess,NO,Fantasy
1979,Music (Scoring),A Little Romance,YES,Comedy
1979,Music (Scoring),A Little Romance,YES,Romance
1979,Writing,A Little Romance,NO,Comedy
1979,Writing,A Little Romance,NO,Romance
1991,Documentary (Short Subject),A Little Vicious,NO,Documentary
1991,Documentary (Short Subject),A Little Vicious,NO,Short
1970,Documentary (Short Subject),A Long Way from Nowhere,NO,Documentary
1970,Documentary (Short Subject),A Long Way from Nowhere,NO,Short
1961,Cinematography,A Majority of One,NO,Comedy
1961,Cinematography,A Majority of One,NO,Drama
1961,Cinematography,A Majority of One,NO,Family
1961,Cinematography,A Majority of One,NO,Romance
1955,Cinematography,A Man Called Peter,NO,Biography
1955,Cinematography,A Man Called Peter,NO,Drama
1955,Cinematography,A Man Called Peter,NO,Family
1955,Cinematography,A Man Called Peter,NO,History
2001,Short Film (Live Action),A Man Thing (Meska Sprawa),NO,
1966,Actor -- Leading Role,A Man for All Seasons,YES,Biography
1966,Actor -- Leading Role,A Man for All Seasons,YES,Drama
1966,Actor -- Leading Role,A Man for All Seasons,YES,History
1966,Actor -- Supporting Role,A Man for All Seasons,NO,Biography
1966,Actor -- Supporting Role,A Man for All Seasons,NO,Drama
1966,Actor -- Supporting Role,A Man for All Seasons,NO,History
1966,Actress -- Supporting Role,A Man for All Seasons,NO,Biography
1966,Actress -- Supporting Role,A Man for All Seasons,NO,Drama
1966,Actress -- Supporting Role,A Man for All Seasons,NO,History
1966,Cinematography,A Man for All Seasons,YES,Biography
1966,Cinematography,A Man for All Seasons,YES,Drama
1966,Cinematography,A Man for All Seasons,YES,History
1966,Costume Design,A Man for All Seasons,YES,Biography
1966,Costume Design,A Man for All Seasons,YES,Drama
1966,Costume Design,A Man for All Seasons,YES,History
1966,Directing,A Man for All Seasons,YES,Biography
1966,Directing,A Man for All Seasons,YES,Drama
1966,Directing,A Man for All Seasons,YES,History
1966,Best Picture,A Man for All Seasons,YES,Biography
1966,Best Picture,A Man for All Seasons,YES,Drama
1966,Best Picture,A Man for All Seasons,YES,History
1966,Writing,A Man for All Seasons,YES,Biography
1966,Writing,A Man for All Seasons,YES,Drama
1966,Writing,A Man for All Seasons,YES,History
1945,Actor -- Supporting Role,A Medal for Benny,NO,Drama
1945,Writing,A Medal for Benny,NO,Drama
1935,Cinematography,A Midsummer Night's Dream,YES,Comedy
1935,Cinematography,A Midsummer Night's Dream,YES,Fantasy
1935,Cinematography,A Midsummer Night's Dream,YES,Romance
1935,Film Editing,A Midsummer Night's Dream,YES,Comedy
1935,Film Editing,A Midsummer Night's Dream,YES,Fantasy
1935,Film Editing,A Midsummer Night's Dream,YES,Romance
1935,Best Picture,A Midsummer Night's Dream,NO,Comedy
1935,Best Picture,A Midsummer Night's Dream,NO,Fantasy
1935,Best Picture,A Midsummer Night's Dream,NO,Romance
2003,Music (Song),A Mighty Wind,NO,Comedy
2003,Music (Song),A Mighty Wind,NO,Music
1963,Costume Design,A New Kind of Love,NO,Comedy
1963,Costume Design,A New Kind of Love,NO,Romance
1963,Music (Scoring),A New Kind of Love,NO,Comedy
1963,Music (Scoring),A New Kind of Love,NO,Romance
1937,Short Film (Live Action),A Night at the Movies,NO,Comedy
1937,Short Film (Live Action),A Night at the Movies,NO,Short
2005,Documentary (Short Subject),A Note of Triumph: The Golden Age of Norman Corwin,YES,Biography
2005,Documentary (Short Subject),A Note of Triumph: The Golden Age of Norman Corwin,YES,Documentary
2005,Documentary (Short Subject),A Note of Triumph: The Golden Age of Norman Corwin,YES,Short
1984,Actress -- Leading Role,A Passage to India,NO,Adventure
1984,Actress -- Leading Role,A Passage to India,NO,Drama
1984,Actress -- Leading Role,A Passage to India,NO,History
1984,Actress -- Supporting Role,A Passage to India,YES,Adventure
1984,Actress -- Supporting Role,A Passage to India,YES,Drama
1984,Actress -- Supporting Role,A Passage to India,YES,History
1984,Art Direction,A Passage to India,NO,Adventure
1984,Art Direction,A Passage to India,NO,Drama
1984,Art Direction,A Passage to India,NO,History
1984,Cinematography,A Passage to India,NO,Adventure
1984,Cinematography,A Passage to India,NO,Drama
1984,Cinematography,A Passage to India,NO,History
1984,Costume Design,A Passage to India,NO,Adventure
1984,Costume Design,A Passage to India,NO,Drama
1984,Costume Design,A Passage to India,NO,History
1984,Directing,A Passage to India,NO,Adventure
1984,Directing,A Passage to India,NO,Drama
1984,Directing,A Passage to India,NO,History
1984,Film Editing,A Passage to India,NO,Adventure
1984,Film Editing,A Passage to India,NO,Drama
1984,Film Editing,A Passage to India,NO,History
1984,Music (Scoring),A Passage to India,YES,Adventure
1984,Music (Scoring),A Passage to India,YES,Drama
1984,Music (Scoring),A Passage to India,YES,History
1984,Best Picture,A Passage to India,NO,Adventure
1984,Best Picture,A Passage to India,NO,Drama
1984,Best Picture,A Passage to India,NO,History
1984,Sound,A Passage to India,NO,Adventure
1984,Sound,A Passage to India,NO,Drama
1984,Sound,A Passage to India,NO,History
1984,Writing,A Passage to India,NO,Adventure
1984,Writing,A Passage to India,NO,Drama
1984,Writing,A Passage to India,NO,History
1965,Actress -- Leading Role,A Patch of Blue,NO,Drama
1965,Actress -- Leading Role,A Patch of Blue,NO,Romance
1965,Actress -- Supporting Role,A Patch of Blue,YES,Drama
1965,Actress -- Supporting Role,A Patch of Blue,YES,Romance
1965,Art Direction,A Patch of Blue,NO,Drama
1965,Art Direction,A Patch of Blue,NO,Romance
1965,Cinematography,A Patch of Blue,NO,Drama
1965,Cinematography,A Patch of Blue,NO,Romance
1965,Music (Scoring),A Patch of Blue,NO,Drama
1965,Music (Scoring),A Patch of Blue,NO,Romance
1998,Documentary (Short Subject),A Place in the Land,NO,Documentary
1998,Documentary (Short Subject),A Place in the Land,NO,Short
1951,Actor -- Leading Role,A Place in the Sun,NO,Drama
1951,Actor -- Leading Role,A Place in the Sun,NO,Romance
1951,Actress -- Leading Role,A Place in the Sun,NO,Drama
1951,Actress -- Leading Role,A Place in the Sun,NO,Romance
1951,Cinematography,A Place in the Sun,YES,Drama
1951,Cinematography,A Place in the Sun,YES,Romance
1951,Costume Design,A Place in the Sun,YES,Drama
1951,Costume Design,A Place in the Sun,YES,Romance
1951,Directing,A Place in the Sun,YES,Drama
1951,Directing,A Place in the Sun,YES,Romance
1951,Film Editing,A Place in the Sun,YES,Drama
1951,Film Editing,A Place in the Sun,YES,Romance
1951,Music (Scoring),A Place in the Sun,YES,Drama
1951,Music (Scoring),A Place in the Sun,YES,Romance
1951,Best Picture,A Place in the Sun,NO,Drama
1951,Best Picture,A Place in the Sun,NO,Romance
1951,Writing,A Place in the Sun,YES,Drama
1951,Writing,A Place in the Sun,YES,Romance
1941,Documentary (Short Subject),A Place to Live,NO,Documentary
1941,Documentary (Short Subject),A Place to Live,NO,Short
1967,Documentary (Short Subject),A Place to Stand,NO,Documentary
1967,Documentary (Short Subject),A Place to Stand,NO,Short
1967,Short Film (Live Action),A Place to Stand,YES,Documentary
1967,Short Film (Live Action),A Place to Stand,YES,Short
1982,Documentary (Feature),A Portrait of Giselle,NO,Documentary
1953,Documentary (Feature),A Queen Is Crowned,NO,Documentary
1953,Documentary (Feature),A Queen Is Crowned,NO,History
1965,Costume Design,A Rage to Live,NO,Drama
1992,Cinematography,A River Runs through It,YES,
1992,Music (Scoring),A River Runs through It,NO,
1992,Writing,A River Runs through It,NO,
2009,Best Picture,A Serious Man,NO,Comedy
2009,Best Picture,A Serious Man,NO,Drama
2009,Writing,A Serious Man,NO,Comedy
2009,Writing,A Serious Man,NO,Drama
1942,Documentary (other),A Ship Is Born,NO,Documentary
1942,Documentary (other),A Ship Is Born,NO,Short
1942,Documentary (other),A Ship Is Born,NO,War
1982,Short Film (Live Action),A Shocking Accident,YES,Comedy
1982,Short Film (Live Action),A Shocking Accident,YES,Romance
1982,Short Film (Live Action),A Shocking Accident,YES,Short
1998,Actor -- Supporting Role,A Simple Plan,NO,Crime
1998,Actor -- Supporting Role,A Simple Plan,NO,Drama
1998,Actor -- Supporting Role,A Simple Plan,NO,Thriller
1998,Writing,A Simple Plan,NO,Crime
1998,Writing,A Simple Plan,NO,Drama
1998,Writing,A Simple Plan,NO,Thriller
2009,Actor -- Leading Role,A Single Man,NO,Drama
2000,Short Film (Live Action),A Soccer Story (Uma Historia de Futebol),NO,
1984,Actor -- Supporting Role,A Soldier's Story,NO,Crime
1984,Actor -- Supporting Role,A Soldier's Story,NO,Drama
1984,Actor -- Supporting Role,A Soldier's Story,NO,Mystery
1984,Actor -- Supporting Role,A Soldier's Story,NO,War
1984,Best Picture,A Soldier's Story,NO,Crime
1984,Best Picture,A Soldier's Story,NO,Drama
1984,Best Picture,A Soldier's Story,NO,Mystery
1984,Best Picture,A Soldier's Story,NO,War
1984,Writing,A Soldier's Story,NO,Crime
1984,Writing,A Soldier's Story,NO,Drama
1984,Writing,A Soldier's Story,NO,Mystery
1984,Writing,A Soldier's Story,NO,War
1945,Actor -- Leading Role,A Song to Remember,NO,Biography
1945,Actor -- Leading Role,A Song to Remember,NO,Drama
1945,Actor -- Leading Role,A Song to Remember,NO,Music
1945,Cinematography,A Song to Remember,NO,Biography
1945,Cinematography,A Song to Remember,NO,Drama
1945,Cinematography,A Song to Remember,NO,Music
1945,Film Editing,A Song to Remember,NO,Biography
1945,Film Editing,A Song to Remember,NO,Drama
1945,Film Editing,A Song to Remember,NO,Music
1945,Music (Scoring),A Song to Remember,NO,Biography
1945,Music (Scoring),A Song to Remember,NO,Drama
1945,Music (Scoring),A Song to Remember,NO,Music
1945,Sound,A Song to Remember,NO,Biography
1945,Sound,A Song to Remember,NO,Drama
1945,Sound,A Song to Remember,NO,Music
1945,Writing,A Song to Remember,NO,Biography
1945,Writing,A Song to Remember,NO,Drama
1945,Writing,A Song to Remember,NO,Music
1968,Documentary (Short Subject),A Space to Grow,NO,Documentary
1968,Documentary (Short Subject),A Space to Grow,NO,Short
1960,Short Film (Live Action),A Sport Is Born,NO,Short
1976,Cinematography,A Star Is Born,NO,Drama
1976,Cinematography,A Star Is Born,NO,Music
1976,Cinematography,A Star Is Born,NO,Romance
1976,Music (Scoring),A Star Is Born,NO,Drama
1976,Music (Scoring),A Star Is Born,NO,Music
1976,Music (Scoring),A Star Is Born,NO,Romance
1976,Music (Song),A Star Is Born,YES,Drama
1976,Music (Song),A Star Is Born,YES,Music
1976,Music (Song),A Star Is Born,YES,Romance
1976,Sound,A Star Is Born,NO,Drama
1976,Sound,A Star Is Born,NO,Music
1976,Sound,A Star Is Born,NO,Romance
1954,Actor -- Leading Role,A Star Is Born,NO,Drama
1954,Actor -- Leading Role,A Star Is Born,NO,Musical
1954,Actor -- Leading Role,A Star Is Born,NO,Romance
1954,Actress -- Leading Role,A Star Is Born,NO,Drama
1954,Actress -- Leading Role,A Star Is Born,NO,Musical
1954,Actress -- Leading Role,A Star Is Born,NO,Romance
1954,Art Direction,A Star Is Born,NO,Drama
1954,Art Direction,A Star Is Born,NO,Musical
1954,Art Direction,A Star Is Born,NO,Romance
1954,Costume Design,A Star Is Born,NO,Drama
1954,Costume Design,A Star Is Born,NO,Musical
1954,Costume Design,A Star Is Born,NO,Romance
1954,Music (Scoring),A Star Is Born,NO,Drama
1954,Music (Scoring),A Star Is Born,NO,Musical
1954,Music (Scoring),A Star Is Born,NO,Romance
1954,Music (Song),A Star Is Born,NO,Drama
1954,Music (Song),A Star Is Born,NO,Musical
1954,Music (Song),A Star Is Born,NO,Romance
1937,Actor -- Leading Role,A Star Is Born,NO,Drama
1937,Actress -- Leading Role,A Star Is Born,NO,Drama
1937,Cinematography,A Star Is Born,YES,Drama
1937,Directing,A Star Is Born,NO,Drama
1937,Best Picture,A Star Is Born,NO,Drama
1937,Writing,A Star Is Born,YES,Drama
1937,Writing,A Star Is Born,NO,Drama
1987,Documentary (Feature),A Stitch for Time,NO,Documentary
1946,Special Effects (archaic category),A Stolen Life,NO,Drama
1997,Documentary (Short Subject),A Story of Healing,YES,Documentary
1997,Documentary (Short Subject),A Story of Healing,YES,Short
1951,Actor -- Leading Role,A Streetcar Named Desire,NO,Drama
1951,Actor -- Supporting Role,A Streetcar Named Desire,YES,Drama
1951,Actress -- Leading Role,A Streetcar Named Desire,YES,Drama
1951,Actress -- Supporting Role,A Streetcar Named Desire,YES,Drama
1951,Art Direction,A Streetcar Named Desire,YES,Drama
1951,Cinematography,A Streetcar Named Desire,NO,Drama
1951,Costume Design,A Streetcar Named Desire,NO,Drama
1951,Directing,A Streetcar Named Desire,NO,Drama
1951,Music (Scoring),A Streetcar Named Desire,NO,Drama
1951,Best Picture,A Streetcar Named Desire,NO,Drama
1951,Sound,A Streetcar Named Desire,NO,Drama
1951,Writing,A Streetcar Named Desire,NO,Drama
1965,Actor -- Supporting Role,A Thousand Clowns,YES,Comedy
1965,Actor -- Supporting Role,A Thousand Clowns,YES,Drama
1965,Actor -- Supporting Role,A Thousand Clowns,YES,Romance
1965,Music (Scoring),A Thousand Clowns,NO,Comedy
1965,Music (Scoring),A Thousand Clowns,NO,Drama
1965,Music (Scoring),A Thousand Clowns,NO,Romance
1965,Best Picture,A Thousand Clowns,NO,Comedy
1965,Best Picture,A Thousand Clowns,NO,Drama
1965,Best Picture,A Thousand Clowns,NO,Romance
