Year,Category,Nominee,Won,Genre
1936,Best Picture,Mr. Deeds Goes to Town,NO,Drama
1936,Sound,Mr. Deeds Goes to Town,NO,Comedy
1936,Sound,Mr. Deeds Goes to Town,NO,Drama
1936,Writing,Mr. Deeds Goes to Town,NO,Comedy
1936,Writing,Mr. Deeds Goes to Town,NO,Drama
1937,Music (Song),Mr. Dodd Takes the Air,NO,Comedy
1937,Music (Song),Mr. Dodd Takes the Air,NO,Musical
1942,Documentary (other),Mr. Gardenia Jones,NO,
1995,Actor -- Leading Role,Mr. Holland's Opus,NO,Drama
1995,Actor -- Leading Role,Mr. Holland's Opus,NO,Music
1955,Writing,Mr. Hulot's Holiday,NO,
1992,Actor -- Supporting Role,Mr. Saturday Night,NO,Comedy
1992,Actor -- Supporting Role,Mr. Saturday Night,NO,Drama
1944,Actor -- Supporting Role,Mr. Skeffington,NO,Drama
1944,Actor -- Supporting Role,Mr. Skeffington,NO,Romance
1944,Actress -- Leading Role,Mr. Skeffington,NO,Drama
1944,Actress -- Leading Role,Mr. Skeffington,NO,Romance
1939,Actor -- Leading Role,Mr. Smith Goes to Washington,NO,Drama
1939,Actor -- Supporting Role,Mr. Smith Goes to Washington,NO,Drama
1939,Actor -- Supporting Role,Mr. Smith Goes to Washington,NO,Drama
1939,Art Direction,Mr. Smith Goes to Washington,NO,Drama
1939,Directing,Mr. Smith Goes to Washington,NO,Drama
1939,Film Editing,Mr. Smith Goes to Washington,NO,Drama
1939,Music (Scoring),Mr. Smith Goes to Washington,NO,Drama
1939,Best Picture,Mr. Smith Goes to Washington,NO,Drama
1939,Sound,Mr. Smith Goes to Washington,NO,Drama
1939,Writing,Mr. Smith Goes to Washington,YES,Drama
1939,Writing,Mr. Smith Goes to Washington,NO,Drama
1997,Actress -- Leading Role,Mrs. Brown,NO,
1997,Makeup,Mrs. Brown,NO,
1993,Makeup,Mrs. Doubtfire,YES,Comedy
1993,Makeup,Mrs. Doubtfire,YES,Drama
1993,Makeup,Mrs. Doubtfire,YES,Family
2005,Actress -- Leading Role,Mrs. Henderson Presents,NO,
2005,Costume Design,Mrs. Henderson Presents,NO,
1942,Actor -- Leading Role,Mrs. Miniver,NO,Drama
1942,Actor -- Leading Role,Mrs. Miniver,NO,Romance
1942,Actor -- Leading Role,Mrs. Miniver,NO,War
1942,Actor -- Supporting Role,Mrs. Miniver,NO,Drama
1942,Actor -- Supporting Role,Mrs. Miniver,NO,Romance
1942,Actor -- Supporting Role,Mrs. Miniver,NO,War
1942,Actress -- Leading Role,Mrs. Miniver,YES,Drama
1942,Actress -- Leading Role,Mrs. Miniver,YES,Romance
1942,Actress -- Leading Role,Mrs. Miniver,YES,War
1942,Actress -- Supporting Role,Mrs. Miniver,NO,Drama
1942,Actress -- Supporting Role,Mrs. Miniver,NO,Romance
1942,Actress -- Supporting Role,Mrs. Miniver,NO,War
1942,Actress -- Supporting Role,Mrs. Miniver,YES,Drama
1942,Actress -- Supporting Role,Mrs. Miniver,YES,Romance
1942,Actress -- Supporting Role,Mrs. Miniver,YES,War
1942,Cinematography,Mrs. Miniver,YES,Drama
1942,Cinematography,Mrs. Miniver,YES,Romance
1942,Cinematography,Mrs. Miniver,YES,War
1942,Directing,Mrs. Miniver,YES,Drama
1942,Directing,Mrs. Miniver,YES,Romance
1942,Directing,Mrs. Miniver,YES,War
1942,Film Editing,Mrs. Miniver,NO,Drama
1942,Film Editing,Mrs. Miniver,NO,Romance
1942,Film Editing,Mrs. Miniver,NO,War
1942,Best Picture,Mrs. Miniver,YES,Drama
1942,Best Picture,Mrs. Miniver,YES,Romance
1942,Best Picture,Mrs. Miniver,YES,War
1942,Sound,Mrs. Miniver,NO,Drama
1942,Sound,Mrs. Miniver,NO,Romance
1942,Sound,Mrs. Miniver,NO,War
1942,Writing,Mrs. Miniver,YES,Drama
1942,Writing,Mrs. Miniver,YES,Romance
1942,Writing,Mrs. Miniver,YES,War
1942,Special Effects (archaic category),Mrs. Miniver,NO,Drama
1942,Special Effects (archaic category),Mrs. Miniver,NO,Romance
1942,Special Effects (archaic category),Mrs. Miniver,NO,War
1944,Actress -- Leading Role,Mrs. Parkington,NO,Drama
1944,Actress -- Leading Role,Mrs. Parkington,NO,Romance
1944,Actress -- Supporting Role,Mrs. Parkington,NO,Drama
1944,Actress -- Supporting Role,Mrs. Parkington,NO,Romance
2002,Short Film (Animated),Mt. Head,NO,
1981,Foreign Language Film,Muddy River,NO,
1998,Music (Scoring),Mulan,NO,Adventure
1998,Music (Scoring),Mulan,NO,Animation
1998,Music (Scoring),Mulan,NO,Family
1998,Music (Scoring),Mulan,NO,Musical
1998,Music (Scoring),Mulan,NO,War
2001,Directing,Mulholland Drive,NO,
2005,Directing,Munich,NO,Drama
2005,Directing,Munich,NO,History
2005,Directing,Munich,NO,Thriller
2005,Film Editing,Munich,NO,Drama
2005,Film Editing,Munich,NO,History
2005,Film Editing,Munich,NO,Thriller
2005,Music (Scoring),Munich,NO,Drama
2005,Music (Scoring),Munich,NO,History
2005,Music (Scoring),Munich,NO,Thriller
2005,Best Picture,Munich,NO,Drama
2005,Best Picture,Munich,NO,History
2005,Best Picture,Munich,NO,Thriller
2005,Writing,Munich,NO,Drama
2005,Writing,Munich,NO,History
2005,Writing,Munich,NO,Thriller
1965,Documentary (Short Subject),Mural on Our Street,NO,Documentary
1965,Documentary (Short Subject),Mural on Our Street,NO,Short
2001,Documentary (Feature),Murder on a Sunday Morning,YES,
1974,Actor -- Leading Role,Murder on the Orient Express,NO,Mystery
1974,Actress -- Supporting Role,Murder on the Orient Express,YES,Mystery
1974,Cinematography,Murder on the Orient Express,NO,Mystery
1974,Costume Design,Murder on the Orient Express,NO,Mystery
1974,Music (Scoring),Murder on the Orient Express,NO,Mystery
1974,Writing,Murder on the Orient Express,NO,Mystery
1960,Actor -- Supporting Role,"Murder, Inc. ",NO,
2005,Documentary (Feature),Murderball,NO,Documentary
2005,Documentary (Feature),Murderball,NO,Sport
1972,Writing,Murmur of the Heart,NO,
1985,Actor -- Leading Role,Murphy's Romance,NO,Comedy
1985,Actor -- Leading Role,Murphy's Romance,NO,Drama
1985,Actor -- Leading Role,Murphy's Romance,NO,Romance
1985,Cinematography,Murphy's Romance,NO,Comedy
1985,Cinematography,Murphy's Romance,NO,Drama
1985,Cinematography,Murphy's Romance,NO,Romance
1989,Actress -- Leading Role,Music Box,NO,Drama
1989,Actress -- Leading Role,Music Box,NO,Thriller
1992,Documentary (Feature),Music for the Movies: Bernard Herrmann,NO,Biography
1992,Documentary (Feature),Music for the Movies: Bernard Herrmann,NO,Documentary
1992,Documentary (Feature),Music for the Movies: Bernard Herrmann,NO,Music
1944,Sound,Music in Manhattan,NO,Musical
1944,Sound,Music in Manhattan,NO,Romance
1940,Music (Song),Music in My Heart,NO,Musical
1940,Music (Song),Music in My Heart,NO,Romance
1999,Actress -- Leading Role,Music of the Heart,NO,Drama
1999,Actress -- Leading Role,Music of the Heart,NO,Music
1999,Music (Song),Music of the Heart,NO,Drama
1999,Music (Song),Music of the Heart,NO,Music
1962,Art Direction,Mutiny on the Bounty,NO,Adventure
1962,Art Direction,Mutiny on the Bounty,NO,Drama
1962,Art Direction,Mutiny on the Bounty,NO,History
1962,Art Direction,Mutiny on the Bounty,NO,Romance
1962,Cinematography,Mutiny on the Bounty,NO,Adventure
1962,Cinematography,Mutiny on the Bounty,NO,Drama
1962,Cinematography,Mutiny on the Bounty,NO,History
1962,Cinematography,Mutiny on the Bounty,NO,Romance
1962,Film Editing,Mutiny on the Bounty,NO,Adventure
1962,Film Editing,Mutiny on the Bounty,NO,Drama
1962,Film Editing,Mutiny on the Bounty,NO,History
1962,Film Editing,Mutiny on the Bounty,NO,Romance
1962,Music (Scoring),Mutiny on the Bounty,NO,Adventure
1962,Music (Scoring),Mutiny on the Bounty,NO,Drama
1962,Music (Scoring),Mutiny on the Bounty,NO,History
1962,Music (Scoring),Mutiny on the Bounty,NO,Romance
1962,Music (Song),Mutiny on the Bounty,NO,Adventure
1962,Music (Song),Mutiny on the Bounty,NO,Drama
1962,Music (Song),Mutiny on the Bounty,NO,History
1962,Music (Song),Mutiny on the Bounty,NO,Romance
1962,Best Picture,Mutiny on the Bounty,NO,Adventure
1962,Best Picture,Mutiny on the Bounty,NO,Drama
1962,Best Picture,Mutiny on the Bounty,NO,History
1962,Best Picture,Mutiny on the Bounty,NO,Romance
1962,Special Effects (archaic category),Mutiny on the Bounty,NO,Adventure
1962,Special Effects (archaic category),Mutiny on the Bounty,NO,Drama
1962,Special Effects (archaic category),Mutiny on the Bounty,NO,History
1962,Special Effects (archaic category),Mutiny on the Bounty,NO,Romance
1935,Actor -- Leading Role,Mutiny on the Bounty,NO,Adventure
1935,Actor -- Leading Role,Mutiny on the Bounty,NO,Drama
1935,Actor -- Leading Role,Mutiny on the Bounty,NO,History
1935,Actor -- Leading Role,Mutiny on the Bounty,NO,Adventure
1935,Actor -- Leading Role,Mutiny on the Bounty,NO,Drama
1935,Actor -- Leading Role,Mutiny on the Bounty,NO,History
1935,Actor -- Leading Role,Mutiny on the Bounty,NO,Adventure
1935,Actor -- Leading Role,Mutiny on the Bounty,NO,Drama
1935,Actor -- Leading Role,Mutiny on the Bounty,NO,History
1935,Directing,Mutiny on the Bounty,NO,Adventure
1935,Directing,Mutiny on the Bounty,NO,Drama
1935,Directing,Mutiny on the Bounty,NO,History
1935,Film Editing,Mutiny on the Bounty,NO,Adventure
1935,Film Editing,Mutiny on the Bounty,NO,Drama
1935,Film Editing,Mutiny on the Bounty,NO,History
1935,Music (Scoring),Mutiny on the Bounty,NO,Adventure
1935,Music (Scoring),Mutiny on the Bounty,NO,Drama
1935,Music (Scoring),Mutiny on the Bounty,NO,History
1935,Best Picture,Mutiny on the Bounty,YES,Adventure
1935,Best Picture,Mutiny on the Bounty,YES,Drama
1935,Best Picture,Mutiny on the Bounty,YES,History
1935,Writing,Mutiny on the Bounty,NO,Adventure
1935,Writing,Mutiny on the Bounty,NO,Drama
1935,Writing,Mutiny on the Bounty,NO,History
2003,Documentary (Feature),My Architect,NO,Biography
2003,Documentary (Feature),My Architect,NO,Documentary
1997,Music (Scoring),My Best Friend's Wedding,NO,Comedy
1997,Music (Scoring),My Best Friend's Wedding,NO,Romance
2002,Writing,My Big Fat Greek Wedding,NO,Comedy
2002,Writing,My Big Fat Greek Wedding,NO,Romance
1944,Short Film (Animated),My Boy Johnny,NO,Animation
1944,Short Film (Animated),My Boy Johnny,NO,Short
1950,Short Film (Live Action),My Country 'Tis of Thee,NO,Biography
1950,Short Film (Live Action),My Country 'Tis of Thee,NO,Documentary
1950,Short Film (Live Action),My Country 'Tis of Thee,NO,History
1950,Short Film (Live Action),My Country 'Tis of Thee,NO,Short
2006,Documentary (Feature),"My Country, My Country",NO,Documentary
1952,Actor -- Supporting Role,My Cousin Rachel,NO,Drama
1952,Actor -- Supporting Role,My Cousin Rachel,NO,Mystery
1952,Actor -- Supporting Role,My Cousin Rachel,NO,Romance
1952,Art Direction,My Cousin Rachel,NO,Drama
1952,Art Direction,My Cousin Rachel,NO,Mystery
1952,Art Direction,My Cousin Rachel,NO,Romance
1952,Cinematography,My Cousin Rachel,NO,Drama
1952,Cinematography,My Cousin Rachel,NO,Mystery
1952,Cinematography,My Cousin Rachel,NO,Romance
1952,Costume Design,My Cousin Rachel,NO,Drama
1952,Costume Design,My Cousin Rachel,NO,Mystery
1952,Costume Design,My Cousin Rachel,NO,Romance
1992,Actress -- Supporting Role,My Cousin Vinny,YES,Comedy
1992,Actress -- Supporting Role,My Cousin Vinny,YES,Crime
1972,Foreign Language Film,My Dearest Se_orita,NO,
1964,Actor -- Leading Role,My Fair Lady,YES,Drama
1964,Actor -- Leading Role,My Fair Lady,YES,Family
1964,Actor -- Leading Role,My Fair Lady,YES,Musical
1964,Actor -- Leading Role,My Fair Lady,YES,Romance
1964,Actor -- Supporting Role,My Fair Lady,NO,Drama
1964,Actor -- Supporting Role,My Fair Lady,NO,Family
1964,Actor -- Supporting Role,My Fair Lady,NO,Musical
1964,Actor -- Supporting Role,My Fair Lady,NO,Romance
1964,Actress -- Supporting Role,My Fair Lady,NO,Drama
1964,Actress -- Supporting Role,My Fair Lady,NO,Family
1964,Actress -- Supporting Role,My Fair Lady,NO,Musical
1964,Actress -- Supporting Role,My Fair Lady,NO,Romance
1964,Art Direction,My Fair Lady,YES,Drama
1964,Art Direction,My Fair Lady,YES,Family
1964,Art Direction,My Fair Lady,YES,Musical
1964,Art Direction,My Fair Lady,YES,Romance
1964,Cinematography,My Fair Lady,YES,Drama
1964,Cinematography,My Fair Lady,YES,Family
1964,Cinematography,My Fair Lady,YES,Musical
1964,Cinematography,My Fair Lady,YES,Romance
1964,Costume Design,My Fair Lady,YES,Drama
1964,Costume Design,My Fair Lady,YES,Family
1964,Costume Design,My Fair Lady,YES,Musical
1964,Costume Design,My Fair Lady,YES,Romance
1964,Directing,My Fair Lady,YES,Drama
1964,Directing,My Fair Lady,YES,Family
1964,Directing,My Fair Lady,YES,Musical
1964,Directing,My Fair Lady,YES,Romance
1964,Film Editing,My Fair Lady,NO,Drama
1964,Film Editing,My Fair Lady,NO,Family
1964,Film Editing,My Fair Lady,NO,Musical
1964,Film Editing,My Fair Lady,NO,Romance
1964,Music (Scoring),My Fair Lady,YES,Drama
1964,Music (Scoring),My Fair Lady,YES,Family
1964,Music (Scoring),My Fair Lady,YES,Musical
1964,Music (Scoring),My Fair Lady,YES,Romance
1964,Best Picture,My Fair Lady,YES,Drama
1964,Best Picture,My Fair Lady,YES,Family
1964,Best Picture,My Fair Lady,YES,Musical
1964,Best Picture,My Fair Lady,YES,Romance
1964,Sound,My Fair Lady,YES,Drama
1964,Sound,My Fair Lady,YES,Family
1964,Sound,My Fair Lady,YES,Musical
1964,Sound,My Fair Lady,YES,Romance
1964,Writing,My Fair Lady,NO,Drama
1964,Writing,My Fair Lady,NO,Family
1964,Writing,My Fair Lady,NO,Musical
1964,Writing,My Fair Lady,NO,Romance
1995,Makeup,"My Family, Mi Familia",NO,
1940,Art Direction,My Favorite Wife,NO,Comedy
1940,Art Direction,My Favorite Wife,NO,Romance
1940,Music (Scoring),My Favorite Wife,NO,Comedy
1940,Music (Scoring),My Favorite Wife,NO,Romance
1940,Writing,My Favorite Wife,NO,Comedy
1940,Writing,My Favorite Wife,NO,Romance
1982,Actor -- Leading Role,My Favorite Year,NO,Comedy
1949,Actress -- Leading Role,My Foolish Heart,NO,Drama
1949,Music (Song),My Foolish Heart,NO,Drama
1942,Art Direction,My Gal Sal,YES,Biography
1942,Art Direction,My Gal Sal,YES,Comedy
1942,Art Direction,My Gal Sal,YES,Musical
1942,Music (Scoring),My Gal Sal,NO,Biography
1942,Music (Scoring),My Gal Sal,NO,Comedy
1942,Music (Scoring),My Gal Sal,NO,Musical
1962,Costume Design,My Geisha,NO,Comedy
1989,Actor -- Leading Role,My Left Foot,YES,
1989,Actress -- Supporting Role,My Left Foot,YES,
1989,Directing,My Left Foot,NO,
1989,Best Picture,My Left Foot,NO,
1989,Writing,My Left Foot,NO,
1987,Directing,My Life as a Dog,NO,
1987,Writing,My Life as a Dog,NO,
2007,Short Film (Animated),My Love (Moya Lyubov),NO,
1936,Actor -- Leading Role,My Man Godfrey,NO,Comedy
1936,Actor -- Leading Role,My Man Godfrey,NO,Romance
1936,Actor -- Supporting Role,My Man Godfrey,NO,Comedy
1936,Actor -- Supporting Role,My Man Godfrey,NO,Romance
1936,Actress -- Leading Role,My Man Godfrey,NO,Comedy
1936,Actress -- Leading Role,My Man Godfrey,NO,Romance
1936,Actress -- Supporting Role,My Man Godfrey,NO,Comedy
1936,Actress -- Supporting Role,My Man Godfrey,NO,Romance
1936,Directing,My Man Godfrey,NO,Comedy
1936,Directing,My Man Godfrey,NO,Romance
1936,Writing,My Man Godfrey,NO,Comedy
1936,Writing,My Man Godfrey,NO,Romance
1970,Writing,My Night at Maud's,NO,
1969,Foreign Language Film,My Night at Maud's,NO,
1942,Actress -- Leading Role,My Sister Eileen,NO,Comedy
1952,Writing,My Son John,NO,Drama
1940,Art Direction,"My Son, My Son!",NO,Drama
1940,Art Direction,"My Son, My Son!",NO,Romance
1986,Foreign Language Film,My Sweet Little Village,NO,
1958,Foreign Language Film,My Uncle,YES,
1947,Music (Scoring),My Wild Irish Rose,NO,Biography
1947,Music (Scoring),My Wild Irish Rose,NO,Musical
1959,Short Film (Live Action),Mysteries of the Deep,NO,Documentary
1959,Short Film (Live Action),Mysteries of the Deep,NO,Family
1959,Short Film (Live Action),Mysteries of the Deep,NO,Short
1978,Documentary (Feature),Mysterious Castles of Clay,NO,Documentary
1950,Writing,Mystery Street,NO,Crime
1950,Writing,Mystery Street,NO,Drama
1950,Writing,Mystery Street,NO,Film-Noir
1950,Writing,Mystery Street,NO,Mystery
1950,Writing,Mystery Street,NO,Thriller
2003,Actor -- Leading Role,Mystic River,YES,Crime
2003,Actor -- Leading Role,Mystic River,YES,Drama
2003,Actor -- Leading Role,Mystic River,YES,Mystery
2003,Actor -- Leading Role,Mystic River,YES,Thriller
2003,Actor -- Supporting Role,Mystic River,YES,Crime
2003,Actor -- Supporting Role,Mystic River,YES,Drama
2003,Actor -- Supporting Role,Mystic River,YES,Mystery
2003,Actor -- Supporting Role,Mystic River,YES,Thriller
2003,Actress -- Supporting Role,Mystic River,NO,Crime
2003,Actress -- Supporting Role,Mystic River,NO,Drama
2003,Actress -- Supporting Role,Mystic River,NO,Mystery
2003,Actress -- Supporting Role,Mystic River,NO,Thriller
2003,Directing,Mystic River,NO,Crime
2003,Directing,Mystic River,NO,Drama
2003,Directing,Mystic River,NO,Mystery
2003,Directing,Mystic River,NO,Thriller
2003,Best Picture,Mystic River,NO,Crime
2003,Best Picture,Mystic River,NO,Drama
2003,Best Picture,Mystic River,NO,Mystery
2003,Best Picture,Mystic River,NO,Thriller
2003,Writing,Mystic River,NO,Crime
2003,Writing,Mystic River,NO,Drama
2003,Writing,Mystic River,NO,Mystery
2003,Writing,Mystic River,NO,Thriller
2007,Short Film (Animated),Mﾐme les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),NO,
2010,Short Film (Live Action),Na Wewe,NO,Comedy
2010,Short Film (Live Action),Na Wewe,NO,Short
2010,Short Film (Live Action),Na Wewe,NO,War
1979,Documentary (Short Subject),Nails,NO,Documentary
1979,Documentary (Short Subject),Nails,NO,Short
1974,Documentary (Short Subject),Naked Yoga,NO,Documentary
1974,Documentary (Short Subject),Naked Yoga,NO,Short
1972,Music (Scoring),Napoleon and Samantha,NO,Adventure
1972,Music (Scoring),Napoleon and Samantha,NO,Drama
1975,Actress -- Supporting Role,Nashville,NO,Drama
1975,Actress -- Supporting Role,Nashville,NO,Music
1975,Actress -- Supporting Role,Nashville,NO,Drama
1975,Actress -- Supporting Role,Nashville,NO,Music
1975,Directing,Nashville,NO,Drama
1975,Directing,Nashville,NO,Music
1975,Music (Song),Nashville,YES,Drama
1975,Music (Song),Nashville,YES,Music
1975,Best Picture,Nashville,NO,Drama
1975,Best Picture,Nashville,NO,Music
1951,Short Film (Live Action),Nature's Half Acre,YES,Documentary
1951,Short Film (Live Action),Nature's Half Acre,YES,Family
1951,Short Film (Live Action),Nature's Half Acre,YES,Short
1935,Best Picture,Naughty Marietta,NO,Drama
1935,Best Picture,Naughty Marietta,NO,Musical
1935,Sound,Naughty Marietta,YES,Drama
1935,Sound,Naughty Marietta,YES,Musical
1952,Cinematography,Navajo,NO,Documentary
1952,Cinematography,Navajo,NO,Drama
1952,Documentary (Feature),Navajo,NO,Documentary
1952,Documentary (Feature),Navajo,NO,Drama
1952,Documentary (Short Subject),Neighbours,YES,Animation
1952,Documentary (Short Subject),Neighbours,YES,Comedy
1952,Documentary (Short Subject),Neighbours,YES,Short
1952,Short Film (Live Action),Neighbours,NO,Animation
1952,Short Film (Live Action),Neighbours,NO,Comedy
1952,Short Film (Live Action),Neighbours,NO,Short
1994,Actress -- Leading Role,Nell,NO,Drama
1961,Short Film (Animated),Nelly's Folly,NO,Animation
1961,Short Film (Animated),Nelly's Folly,NO,Drama
1961,Short Film (Animated),Nelly's Folly,NO,Family
1961,Short Film (Animated),Nelly's Folly,NO,Short
1949,Music (Song),Neptune's Daughter,YES,Comedy
1949,Music (Song),Neptune's Daughter,YES,Musical
1949,Music (Song),Neptune's Daughter,YES,Romance
1949,Music (Song),Neptune's Daughter,YES,Sport
1976,Actor -- Leading Role,Network,YES,Drama
1976,Actor -- Leading Role,Network,NO,Drama
1976,Actor -- Supporting Role,Network,NO,Drama
1976,Actress -- Leading Role,Network,YES,Drama
1976,Actress -- Supporting Role,Network,YES,Drama
1976,Cinematography,Network,NO,Drama
1976,Directing,Network,NO,Drama
1976,Film Editing,Network,NO,Drama
1976,Best Picture,Network,NO,Drama
1976,Writing,Network,YES,Drama
1983,Sound,Never Cry Wolf,NO,Adventure
1983,Sound,Never Cry Wolf,NO,Drama
1995,Documentary (Short Subject),Never Give Up: The 20th Century Odyssey of Herbert Zipper,NO,Documentary
1995,Documentary (Short Subject),Never Give Up: The 20th Century Odyssey of Herbert Zipper,NO,Short
1944,Documentary (Short Subject),New Americans,NO,Documentary
1944,Documentary (Short Subject),New Americans,NO,Short
2003,Short Film (Animated),Nibbles,NO,Animation
2003,Short Film (Animated),Nibbles,NO,Comedy
2003,Short Film (Animated),Nibbles,NO,Family
2003,Short Film (Animated),Nibbles,NO,Short
1971,Actress -- Leading Role,Nicholas and Alexandra,NO,Biography
1971,Actress -- Leading Role,Nicholas and Alexandra,NO,Drama
1971,Actress -- Leading Role,Nicholas and Alexandra,NO,History
1971,Actress -- Leading Role,Nicholas and Alexandra,NO,War
1971,Art Direction,Nicholas and Alexandra,YES,Biography
1971,Art Direction,Nicholas and Alexandra,YES,Drama
1971,Art Direction,Nicholas and Alexandra,YES,History
1971,Art Direction,Nicholas and Alexandra,YES,War
1971,Cinematography,Nicholas and Alexandra,NO,Biography
1971,Cinematography,Nicholas and Alexandra,NO,Drama
1971,Cinematography,Nicholas and Alexandra,NO,History
1971,Cinematography,Nicholas and Alexandra,NO,War
1971,Costume Design,Nicholas and Alexandra,YES,Biography
1971,Costume Design,Nicholas and Alexandra,YES,Drama
1971,Costume Design,Nicholas and Alexandra,YES,History
1971,Costume Design,Nicholas and Alexandra,YES,War
1971,Music (Scoring),Nicholas and Alexandra,NO,Biography
1971,Music (Scoring),Nicholas and Alexandra,NO,Drama
1971,Music (Scoring),Nicholas and Alexandra,NO,History
1971,Music (Scoring),Nicholas and Alexandra,NO,War
1971,Best Picture,Nicholas and Alexandra,NO,Biography
1971,Best Picture,Nicholas and Alexandra,NO,Drama
1971,Best Picture,Nicholas and Alexandra,NO,History
1971,Best Picture,Nicholas and Alexandra,NO,War
1937,Actor -- Leading Role,Night Must Fall,NO,Drama
1937,Actor -- Leading Role,Night Must Fall,NO,Mystery
1937,Actor -- Leading Role,Night Must Fall,NO,Thriller
1937,Actor -- Leading Role,Night Must Fall,NO,Drama
1937,Actor -- Leading Role,Night Must Fall,NO,Short
1937,Actress -- Supporting Role,Night Must Fall,NO,Drama
1937,Actress -- Supporting Role,Night Must Fall,NO,Mystery
1937,Actress -- Supporting Role,Night Must Fall,NO,Thriller
1937,Actress -- Supporting Role,Night Must Fall,NO,Drama
1937,Actress -- Supporting Role,Night Must Fall,NO,Short
1954,Writing,Night People,NO,Adventure
1954,Writing,Night People,NO,Crime
1954,Writing,Night People,NO,Mystery
1954,Writing,Night People,NO,Thriller
1946,Music (Scoring),Night and Day,NO,Biography
1946,Music (Scoring),Night and Day,NO,Drama
1946,Music (Scoring),Night and Day,NO,Musical
1976,Short Film (Live Action),Nightlife,NO,Short
1976,Foreign Language Film,Nights and Days,NO,
2009,Actress -- Supporting Role,Nine,NO,Drama
2009,Actress -- Supporting Role,Nine,NO,Musical
2009,Actress -- Supporting Role,Nine,NO,Romance
2009,Art Direction,Nine,NO,Drama
2009,Art Direction,Nine,NO,Musical
2009,Art Direction,Nine,NO,Romance
2009,Costume Design,Nine,NO,Drama
2009,Costume Design,Nine,NO,Musical
2009,Costume Design,Nine,NO,Romance
2009,Music (Song),Nine,NO,Drama
2009,Music (Song),Nine,NO,Musical
2009,Music (Song),Nine,NO,Romance
1964,Documentary (Short Subject),Nine from Little Rock,YES,Documentary
1964,Documentary (Short Subject),Nine from Little Rock,YES,Short
1980,Music (Song),Nine to Five,NO,Comedy
1939,Actress -- Leading Role,Ninotchka,NO,Comedy
1939,Actress -- Leading Role,Ninotchka,NO,Romance
1939,Best Picture,Ninotchka,NO,Comedy
1939,Best Picture,Ninotchka,NO,Romance
1939,Writing,Ninotchka,NO,Comedy
1939,Writing,Ninotchka,NO,Romance
1939,Writing,Ninotchka,NO,Comedy
1939,Writing,Ninotchka,NO,Romance
1995,Actor -- Leading Role,Nixon,NO,Biography
1995,Actor -- Leading Role,Nixon,NO,Drama
1995,Actor -- Leading Role,Nixon,NO,History
1995,Actress -- Supporting Role,Nixon,NO,Biography
1995,Actress -- Supporting Role,Nixon,NO,Drama
1995,Actress -- Supporting Role,Nixon,NO,History
1995,Music (Scoring),Nixon,NO,Biography
1995,Music (Scoring),Nixon,NO,Drama
1995,Music (Scoring),Nixon,NO,History
1995,Writing,Nixon,NO,Biography
1995,Writing,Nixon,NO,Drama
1995,Writing,Nixon,NO,History
2007,Actor -- Supporting Role,No Country for Old Men,YES,Crime
2007,Actor -- Supporting Role,No Country for Old Men,YES,Drama
2007,Actor -- Supporting Role,No Country for Old Men,YES,Thriller
2007,Cinematography,No Country for Old Men,NO,Crime
2007,Cinematography,No Country for Old Men,NO,Drama
2007,Cinematography,No Country for Old Men,NO,Thriller
2007,Directing,No Country for Old Men,YES,Crime
2007,Directing,No Country for Old Men,YES,Drama
2007,Directing,No Country for Old Men,YES,Thriller
2007,Film Editing,No Country for Old Men,NO,Crime
2007,Film Editing,No Country for Old Men,NO,Drama
2007,Film Editing,No Country for Old Men,NO,Thriller
2007,Best Picture,No Country for Old Men,YES,Crime
2007,Best Picture,No Country for Old Men,YES,Drama
2007,Best Picture,No Country for Old Men,YES,Thriller
2007,Sound,No Country for Old Men,NO,Crime
2007,Sound,No Country for Old Men,NO,Drama
2007,Sound,No Country for Old Men,NO,Thriller
2007,Sound Editing,No Country for Old Men,NO,Crime
2007,Sound Editing,No Country for Old Men,NO,Drama
2007,Sound Editing,No Country for Old Men,NO,Thriller
2007,Writing,No Country for Old Men,YES,Crime
2007,Writing,No Country for Old Men,YES,Drama
2007,Writing,No Country for Old Men,YES,Thriller
2007,Documentary (Feature),No End in Sight,NO,Documentary
2007,Documentary (Feature),No End in Sight,NO,War
1955,Short Film (Animated),No Hunting,NO,Animation
1955,Short Film (Animated),No Hunting,NO,Comedy
1955,Short Film (Animated),No Hunting,NO,Family
1955,Short Film (Animated),No Hunting,NO,Short
2001,Foreign Language Film,No Man's Land,YES,Drama
2001,Foreign Language Film,No Man's Land,YES,War
2001,Foreign Language Film,No Man's Land,YES,Documentary
1950,Music (Scoring),No Sad Songs for Me,NO,Drama
2006,Short Film (Animated),No Time for Nuts,NO,Adventure
2006,Short Film (Animated),No Time for Nuts,NO,Animation
2006,Short Film (Animated),No Time for Nuts,NO,Comedy
2006,Short Film (Animated),No Time for Nuts,NO,Family
2006,Short Film (Animated),No Time for Nuts,NO,Short
1950,Writing,No Way Out,NO,Crime
1950,Writing,No Way Out,NO,Drama
1950,Writing,No Way Out,NO,Film-Noir
1950,Writing,No Way Out,NO,Thriller
1959,Short Film (Animated),Noah's Ark,NO,Animation
1959,Short Film (Animated),Noah's Ark,NO,Comedy
1959,Short Film (Animated),Noah's Ark,NO,Family
1959,Short Film (Animated),Noah's Ark,NO,Fantasy
